listing_id,neighborhood,rent,bedrooms,bathrooms,sqft,floor,year_built,in_unit_laundry,dishwasher,central_air,parking_included,gym_in_building,balcony,pets_allowed,heat_included,water_included,listing_description,review_1,review_2,review_3,click_through_rate
APT-1459,Jamaica Plain,2634,3,3,1215,5,1933,0,1,1,0,1,1,1,0,1,Pleasant three-bedroom with a good layout and natural light. Kitchen includes newer appliances and tile backsplash. Laundry facilities on every floor.,Would rent again in a heartbeat. high ceilings and great vibes in the neighborhood.,Very happy with this place. building amenities is exactly what I was looking for.,Reasonable place. bay windows was nice. the buzzer system barely works was annoying at times.,0.0598
APT-1460,Charlestown,2383,1,1,503,2,1949,1,1,1,1,0,1,1,1,0,Nice one-bedroom with a functional layout and recent updates. Galley kitchen with updated fixtures and good counter space.,It was fine. balcony view though the laundry room is always busy.,Reasonable place. open floor plan was nice. parking is a nightmare was annoying at times.,It was fine. dishwasher though the kitchen is smaller than expected.,0.0601
APT-1461,Brighton,3413,4,4,1402,3,1968,1,1,0,0,1,0,1,0,0,Comfortable four-bedroom with updated appliances and good closet space. Galley kitchen with updated fixtures and good counter space. Elevator building with package room and bike storage.,Average experience overall. parking spot was nice but the windows are drafty in winter.,Perfect for young professionals. location and tons of good food nearby.,Lived here for two years and loved it. kitchen made a big difference day to day.,0.0478
APT-1462,Back Bay,3406,1,1,683,1,1910,1,0,0,0,0,0,1,0,1,"Elegant one-bedroom offering a perfect blend of classic charm and modern convenience. Floor-to-ceiling windows flood the space with natural light all day. Surrounded by local shops, bakeries, and green space.","Lived here a year. building amenities. On the other hand, the buzzer system barely works.",Very happy with this place. renovated bathroom is exactly what I was looking for.,Would rent again in a heartbeat. in-unit laundry and great vibes in the neighborhood.,0.0763
APT-1463,Fenway,2809,2,2,999,3,1977,0,0,1,0,0,0,1,1,1,"Charming two-bedroom with original hardwood floors and updated kitchen. Oversized bay windows create a bright, airy atmosphere.",Perfect for young professionals. parking spot and tons of good food nearby.,Mixed feelings. layout but I wish management communicated more.,Very happy with this place. hardwood floors is exactly what I was looking for.,0.0484
APT-1464,Brighton,2096,1,1,630,6,1971,0,0,0,0,1,0,1,0,0,Nice one-bedroom with a functional layout and recent updates. The kitchen has been updated with new countertops and appliances. Open floor plan is great for entertaining.,Would not recommend. you can hear the neighbors above and the rent does not match the quality.,Lived here for two years and loved it. courtyard made a big difference day to day.,Loved living here. The updated appliances was a huge plus and the neighborhood is fantastic.,0.0541
APT-1465,South End,4316,3,3,1316,2,1920,0,1,1,1,0,1,1,0,0,Beautifully renovated three-bedroom with modern finishes throughout. Recently renovated kitchen with quartz counters and soft-close cabinetry. Secure building with on-site management.,It was fine. renovated bathroom though you can hear the neighbors above.,Average experience overall. quiet street was nice but the buzzer system barely works.,Would not recommend. the elevator is slow and the rent does not match the quality.,0.0438
APT-1466,East Boston,2458,2,2,720,1,1948,0,1,1,1,0,0,0,0,0,two-bedroom in a quiet residential area of East Boston. Windows in every room keep the space feeling bright. Secure building with on-site management.,Really enjoyed my time here. bay windows and the location is unbeatable.,"Lived here a year. location. On the other hand, the kitchen is smaller than expected.",Mixed feelings. central air but I wish the laundry was in-unit.,0.0719
APT-1467,Brighton,2494,3,3,1140,2,1972,1,0,0,0,0,0,1,1,0,Affordable three-bedroom in Brighton. Kitchen has basic appliances and adequate counter space. Pet-friendly building with a shared courtyard.,Would not recommend. parking is a nightmare and the rent does not match the quality.,Mixed feelings. rooftop access but I wish the kitchen had been updated.,"Not bad, not amazing. rooftop access is a plus. the kitchen is smaller than expected is a minus.",0.0445
APT-1468,Somerville,2529,2,2,984,2,1993,1,1,0,1,0,0,0,0,0,"Elegant two-bedroom offering a perfect blend of classic charm and modern convenience. Chef's kitchen with gas range, stone countertops, and ample prep space.","Lived here a year. dishwasher. On the other hand, the hallways are a bit run-down.",Average experience overall. in-unit laundry was nice but parking is a nightmare.,My favorite apartment so far. updated appliances and the commute to downtown was easy.,0.0834
APT-1469,South End,2713,1,1,633,3,1960,1,1,1,1,1,0,1,0,1,Well-maintained one-bedroom in a convenient South End location. Eat-in kitchen with plenty of cabinet space. Building includes a fitness center and community lounge.,Mixed feelings. building amenities but I wish the bathroom was newer.,Adequate for the area. renovated bathroom. Could use some updates though.,Below average. the elevator is slow and the building needs serious maintenance.,0.0484
APT-1470,Beacon Hill,4451,2,2,1074,4,1938,1,0,1,1,1,0,0,0,0,Solid two-bedroom close to shops and restaurants in Beacon Hill. Windows in every room keep the space feeling bright. Conveniently located near grocery stores and pharmacies.,Average experience overall. in-unit laundry was nice but the windows are drafty in winter.,The apartment exceeded my expectations. natural light and the building is well-run.,Would not recommend. the heating system is inconsistent and the rent does not match the quality.,0.0483
APT-1471,East Boston,1720,1,1,671,2,1977,1,1,0,1,0,0,1,0,0,Cozy one-bedroom with good natural light and hardwood floors. Eat-in kitchen with plenty of cabinet space. Close to local farmers markets and community events.,The apartment looked better in photos. the kitchen is smaller than expected was a constant frustration.,Loved living here. The building amenities was a huge plus and the neighborhood is fantastic.,Adequate for the area. parking spot. Could use some updates though.,0.0609
APT-1472,Cambridge,3315,2,2,898,5,1938,1,1,1,0,0,0,0,0,0,"Gorgeous two-bedroom in a meticulously maintained brownstone. Modern kitchen with sleek cabinetry, under-cabinet lighting, and high-end appliances.",Had a great experience. natural light and it's super walkable to everything.,Really enjoyed my time here. high ceilings and the location is unbeatable.,Adequate for the area. kitchen. Could use some updates though.,0.0607
APT-1473,Cambridge,4016,3,3,1184,2,1992,0,0,0,0,0,0,1,0,0,"Stunning three-bedroom in the heart of Cambridge. Floor-to-ceiling windows flood the space with natural light all day. Great walkability to cafes, bookstores, and boutiques.",Great apartment. parking spot made it feel like home right away. Would definitely recommend.,It served its purpose. gym but management could be more responsive.,Really appreciated closet space. The management fixed things quickly when needed.,0.0486
APT-1474,East Boston,3068,4,4,1906,3,1945,1,1,0,0,1,0,1,1,1,Updated four-bedroom in a well-managed building in East Boston. The kitchen has been updated with new countertops and appliances.,Solid place to live. kitchen was better than expected. Management is responsive.,Not great. cracks in the walls was never properly addressed despite multiple requests.,The apartment exceeded my expectations. bay windows and the building is well-run.,0.0543
APT-1475,East Boston,2326,2,2,863,2,1946,1,1,1,0,0,0,0,0,0,"Nice two-bedroom with a functional layout and recent updates. Nice afternoon light from the west-facing windows. Walking distance to parks, shops, and public transit.",Average experience overall. modern finishes was nice but the elevator is slow.,Would not recommend. the bathroom could use an update and the rent does not match the quality.,One of the better apartments I've rented. location and neighbors are friendly.,0.0631
APT-1476,Back Bay,4674,3,3,1264,3,1897,0,0,0,0,1,0,1,1,0,Nice three-bedroom with a functional layout and recent updates. Kitchen includes newer appliances and tile backsplash. Bonus alcove works perfectly as a home office nook.,Average experience overall. in-unit laundry was nice but the hallways are a bit run-down.,The apartment looked better in photos. the closets are tiny was a constant frustration.,Super comfortable space. bay windows and I never had issues with noise.,0.0364
APT-1477,Brighton,2043,2,2,915,2,1948,1,1,0,0,0,1,0,0,1,Charming two-bedroom with original hardwood floors and updated kitchen. The living area is bathed in natural light from multiple exposures.,Perfect for young professionals. building amenities and tons of good food nearby.,Solid place to live. closet space was better than expected. Management is responsive.,Super comfortable space. location and I never had issues with noise.,0.0927
APT-1478,South End,3058,1,1,689,2,1970,1,0,0,1,1,1,1,0,0,Freshly painted one-bedroom ready for immediate move-in. Galley kitchen with updated fixtures and good counter space.,My favorite apartment so far. parking spot and the commute to downtown was easy.,Had ongoing issues with a leaky faucet. Not worth the price.,Lived here for two years and loved it. renovated bathroom made a big difference day to day.,0.0483
APT-1479,Back Bay,3606,2,2,832,3,1884,1,0,0,0,1,0,1,0,1,Move-in ready two-bedroom with designer touches throughout. Floor-to-ceiling windows flood the space with natural light all day. Bonus alcove works perfectly as a home office nook.,Had a great experience. location and it's super walkable to everything.,Loved living here. The updated appliances was a huge plus and the neighborhood is fantastic.,Perfect for young professionals. modern finishes and tons of good food nearby.,0.0502
APT-1480,Fenway,2029,1,1,708,6,2011,0,1,1,0,1,1,1,0,1,Cozy one-bedroom with good natural light and hardwood floors. Windows in every room keep the space feeling bright. Built-in shelving and extra storage in the hallway.,Would rent again in a heartbeat. in-unit laundry and great vibes in the neighborhood.,Overpriced for what you get. the closets are tiny.,Average experience overall. renovated bathroom was nice but you can hear the neighbors above.,0.0649
